,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
ENPH,0.005657932658063618,0.05183322047018534,0.0043281811491553,0.5514018691588785,-59.40091435239654,202,1.5741359224562077,0.004600519079711652,0.10685975111660265,-0.06539459467896815,-0.1025976572003931,0.0009890640637738464,0.4748523721790524,0.1051319277275178
EOG,0.0006156905538374163,0.0333193790679676,-0.0006678374940631,0.4848130841121495,-72.73476883843541,809,1.206475445470274,-0.00019474995500879235,0.014905527914451957,-0.044635085377038,-0.0710799043088136,0.000785860098671176,1.8031477250308436,-0.0019533309163438637
EPAM,0.0016774974068535851,0.03381363653599827,0.00254773650977575,0.5595794392523364,-75.63729035513677,82,1.3675777124067363,0.0007588377016014591,0.046089387225382514,-0.04006001906960492,-0.07730134706034314,0.0008749004537751336,0.6815879482837207,0.03575100674340296
EQIX,0.000853745328349184,0.018988300660029125,0.00108708851973765,0.5397196261682243,-28.75209785507088,197,0.7888014332375499,0.0003238740928161028,0.038692125348958856,-0.029626155936764202,-0.042780921101918175,0.0005550139220524206,0.4223221492208205,0.011661547211185848
EQR,0.000591589032601513,0.020053671732018438,0.0007919092089837001,0.5175233644859814,-47.95722850582253,535,0.8616031815111027,1.28137881743979e-05,0.023563835085592667,-0.028166316508397574,-0.047283819627962,0.0005952510561519839,0.6797789136947007,-0.005012638346562719
ES,0.00048613188121340205,0.018119151021618485,0.000708809551833,0.5350467289719626,-36.847981566813104,55,0.6993083834381434,1.637690671981427e-05,0.02025946258341818,-0.022808954539121722,-0.041209053458078536,0.0005055515955128564,0.6753386198921184,-0.011796786699079714
ESS,0.0005979867651004545,0.020196321281680182,0.00115715975940115,0.5397196261682243,-45.20058006706804,469,0.8805154285727635,6.507365616040912e-06,0.023714177417412885,-0.028661061372479948,-0.04767842531817708,0.0006057037532257513,0.682107727324579,-0.004629888152057344
ETN,0.001105590788422125,0.02154229731910089,0.0012413380212216501,0.5385514018691588,-45.033300383930516,135,1.1887555615790484,0.00030705347393550223,0.045795634270620174,-0.02837779774676815,-0.048627336846166526,0.0007760664142986409,0.4197489510986726,0.031876677555910324
ETR,0.0004980070828156918,0.01874862723288303,0.00091425380533965,0.5373831775700935,-41.99436042940161,50,0.8023403997574841,-4.095884830930031e-05,0.020212651254989993,-0.024231607611182926,-0.04488730213376168,0.0005624968359157678,0.7058353891880177,-0.011478912600198487
ETSY,0.0022531950248253626,0.04008508563324664,0.00166428318529825,0.522196261682243,-60.75915236967838,296,1.3227530917216581,0.0013646459103301774,0.05324043524077389,-0.0580573963107605,-0.08907364612016291,0.0008501261273854642,0.7131269475216665,0.04433373393233327
EVRG,0.00034355768909142685,0.01904568136414662,0.00123099793285605,0.544392523364486,-39.22338527501116,132,0.8082282131904052,-0.000199363334971829,0.011787977849217127,-0.024031217157456874,-0.04558468686323949,0.0005657509986834457,1.0558284391302644,-0.021277253260518495
EW,0.0011873914454797545,0.02122274055227751,0.00118851108856525,0.522196261682243,-36.152849302703025,187,1.0122789086873425,0.0005074009517394756,0.050339579085015324,-0.03183078456444828,-0.04708375057834466,0.0006785287188965478,0.3793228579032776,0.03308205646585023
EXC,0.0005683025379035603,0.0190651512379941,0.0012916613979412,0.5373831775700935,-41.15799931979617,624,0.9333880705863528,-5.8693648149877914e-05,0.023564193813508327,-0.024382723681044778,-0.0433652925584494,0.000634926177650301,0.6395888940923042,-0.007543444649029065
EXPD,0.000691815671163436,0.016320792397399284,0.00131741517101375,0.5420560747663551,-32.45635468375796,184,0.7829850185631073,0.00016585156700722119,0.035094377660675795,-0.02477600477732962,-0.037999232594871646,0.0005517992209939401,0.38502779798418135,0.0016289381327917035
EXPE,0.0010868073677975682,0.03148767865780654,0.0007041539029161001,0.5151869158878505,-67.25720691047368,364,1.2462465265109783,0.0002496509441956901,0.030734553641350075,-0.03656748874972788,-0.07172124650148114,0.0008078413609219999,0.9122811793837236,0.01581528867345662
EXR,0.0011055899949445652,0.017695238725194323,0.0018356393897004,0.5455607476635514,-39.596824289146426,369,0.5754478605704226,0.0007190373645647817,0.055751854564827986,-0.024768394220331877,-0.04329583141403854,0.00043709455174044745,0.28321663091507704,0.025813221512681804
F,0.0011737927117531236,0.027961745573853627,-0.00060512555494915,0.4696261682242991,-61.84585973783109,381,1.1182203198695402,0.0004226368979818858,0.03772100314408739,-0.03866104333795555,-0.06053414459532904,0.0007370819661677212,0.6660964987328755,0.021783457653029813
FANG,0.0010760824093390697,0.04289040709995583,0.0007503864557903499,0.5093457943925234,-86.58504982654449,795,1.4201922934103617,0.00012207926799679835,0.022313492806470384,-0.05529313218987285,-0.09076252612500134,0.0009039802492696093,1.709522435488762,0.010561986450080215
FAST,0.0011514664533240852,0.01905269377414059,0.00159651334272385,0.5385514018691588,-27.780625385490175,118,0.9456615598858624,0.0005162256461715944,0.054187551981637584,-0.027029623677664674,-0.04011500964567039,0.0006417096690708405,0.3152546381210172,0.03550146070571391
FB,0.0007107144777019324,0.024769878515595884,0.00102564252044065,0.5186915887850467,-51.166987163260835,150,1.1457596981105782,-5.8940699482603405e-05,0.023886546649059318,-0.0370636640517508,-0.05712485154938833,0.0007523028321713718,0.8632818113699591,0.0020774433819852668
FBHS,0.001038926642123731,0.02482931048452344,0.0017608144048901,0.5338785046728972,-52.28113049672596,108,1.2521671754627288,0.00019779306857887493,0.0370481098800343,-0.03518507852724692,-0.0586156188916996,0.000811113671704055,0.5933957549463287,0.020793023940194246
FCX,0.0022701554149462855,0.03497689795753561,0.00083253700387425,0.5116822429906542,-62.605633703495364,328,1.5957526737683239,0.0011982209518147998,0.06150081686804419,-0.04954524052041175,-0.0763205037357536,0.001001011525778114,0.5388985188755483,0.05726624071295913
FDS,0.0010062131808904944,0.019477699123660396,0.0019525512359994,0.5654205607476636,-33.72966998481635,242,0.9679859557264074,0.0003559761342433464,0.0455477598360269,-0.028038354318395426,-0.04463076981158222,0.0006540482423940043,0.37703815688052367,0.024269893910489053
FDX,0.0003045555685990578,0.024457504474006072,0.0007330083545544,0.5257009345794392,-60.9704569844314,448,1.117839736872091,-0.00044634459149993247,0.007584909153286686,-0.034318398304384774,-0.06004893260315385,0.0007368716199951701,1.9640735116011194,-0.019687285382081626
FE,0.0003560666258210362,0.020427221525387923,0.0013245318910305999,0.552570093457944,-49.18691556659902,78,0.795787817299153,-0.00017849765893665948,0.011603095725908619,-0.026214994741736376,-0.04981287798840803,0.0005588752588887489,1.17189129502128,-0.01830483918667569
FFIV,0.0004335416814227218,0.020577772025517974,0.00036532836883555,0.5105140186915887,-52.15829185410244,543,0.8858201236667925,-0.00016150110578534574,0.015283193048552907,-0.02945205732428165,-0.04698830119676425,0.0006086356296286875,0.9767104748604628,-0.014573157991783782
FIS,0.0001271945205905837,0.020617871287542798,0.0008289235980213,0.5210280373831776,-45.217226459266314,89,1.0687100857594913,-0.0005907031780023527,0.00039513786022551077,-0.029640310805213423,-0.048158467469799994,0.0007097179264787114,3.342098499651501,-0.039010378769746196
FISV,0.000496066073572026,0.020851647609397467,0.0006730884843745,0.5186915887850467,-37.84809074231561,276,1.0910518517358248,-0.00023683953276935584,0.0180809910845842,-0.03054041441893965,-0.048237565053786145,0.0007220661001823552,0.8764784192873489,-0.012564222656004195
FITB,0.001125444618282574,0.029633899111340678,0.00149702518663345,0.5210280373831776,-62.940615556950895,271,1.4557168470774222,0.0001475781339617436,0.03396100511288486,-0.03964193613844008,-0.06790327632662806,0.0009236144787163755,0.7802853754644988,0.020477495128366476
FLT,0.000470020266908227,0.023257907576296633,0.00056788574504345,0.5245327102803738,-47.78166397033635,57,1.123841141007776,-0.0002849112898012599,0.015090465327083111,-0.033923633663595076,-0.053315164391254034,0.0007401885637323708,1.1508658305008257,-0.011881243797588493
FMC,0.001004564399365442,0.02272257598109375,0.00100528986602945,0.5210280373831776,-44.759442987273204,291,1.125665429680312,0.00024840739091087124,0.0389707919143769,-0.029692341489425327,-0.050509071867760616,0.0007411968382545337,0.51396949716984,0.020525229853557165
FRC,0.0010076723338945848,0.021781963695363015,0.0011697717279251498,0.5373831775700935,-37.391305611493856,184,1.0619590988732241,0.00029430955830224686,0.04079635460213983,-0.031875267768951304,-0.048617437799968286,0.0007059866923931446,0.4708414893087124,0.0213797111033507
FRT,0.00030023408064023155,0.025784748994459525,0.0007985886374465,0.5151869158878505,-53.37914717250831,136,1.0162795782750487,-0.00038244383181922596,0.007026884831477118,-0.033499000649201374,-0.056574747611670945,0.0006807398674267137,2.214449736317479,-0.017406359153576897
FTNT,0.001965120811106658,0.02807696548292823,0.0023608288916493,0.5584112149532711,-37.60817950563434,144,1.1911930974976632,0.001164946100800974,0.06575045273968497,-0.04229030752928853,-0.06512540815975493,0.0007774136272702479,0.4011539576976965,0.05737767713897371
FTV,0.00015732023457761684,0.020238331382991526,0.00034092328191085,0.5093457943925234,-52.829554271213695,507,1.024334640725533,-0.0005307686035129163,0.0018910954073102313,-0.030250102015846124,-0.04780294111400307,0.0006851918570517793,2.6035433920339144,-0.036622098110812094
GD,0.00039173541991879184,0.017476160591181802,0.00112979334437875,0.530373831775701,-44.67223777069439,418,0.8618937960436097,-0.00018723504256310203,0.015603415833153124,-0.025129018213696598,-0.041491879913375086,0.000595411677238607,0.7796491547077611,-0.02220953840081907
GE,0.0004234190891478124,0.029965008465077967,-0.00096496185110755,0.47546728971962615,-58.28267602755503,297,1.2038893731701203,-0.0003852842457188357,0.010157563294364362,-0.04309216995471259,-0.06660547176931461,0.0007844307904416338,2.120598138641651,-0.010034241870136979
GILD,-7.279915191531973e-05,0.01713848058738243,-0.00031637448457044997,0.4871495327102804,-32.55952199300102,322,0.5174781116911013,-0.000420411053782281,-0.011193919436719428,-0.025452760331196075,-0.038359836272593574,0.00040505498380849687,-4.034765641030399,-0.04398316374421317
GIS,0.000509671757563244,0.01509961277184716,0.0008549598873959501,0.5315420560747663,-20.764202731443483,342,0.37199953645334083,0.00025978395856516033,0.025869811657947522,-0.021986433375055674,-0.03551503935460308,0.0003246497589441146,0.44734341755524504,-0.009690223910575065
GL,0.0004103338024042137,0.021376127247384996,0.0009792324123326,0.5210280373831776,-47.688017623104585,95,1.1726510957243848,-0.0003773854622406549,0.013626705155033569,-0.030328757979690674,-0.051473612865872674,0.0007671655627729181,1.1135782950834543,-0.019238527108018075
GLW,0.0004892829714785364,0.023060184231140077,0.00062612822683765,0.5116822429906542,-49.401370942099334,409,1.255333719152183,-0.00035397770319266274,0.016055177561459282,-0.03491558905826918,-0.05349137932016153,0.0008128638033435584,1.086839574995201,-0.012138705529238023
GM,0.0007734320867770801,0.02771403325098867,0.0,0.4953271028037383,-58.904112529087115,328,1.2378163683712289,-5.806144357812322e-05,0.023612025785027756,-0.04035830206668345,-0.060746175814486554,0.0008031820579300572,0.9930640998325679,0.004695399906349574
GNRC,0.002479804903255133,0.027814054635953985,0.00181441936151555,0.5373831775700935,-49.191380696599566,104,1.2007795109375738,0.0016731905941864398,0.08487641644148741,-0.04271889092053455,-0.05988226039428117,0.0007827119863380297,0.311968749749762,0.08171621649507303
GOOG,0.0012459474089229797,0.019242176345290976,0.0019117217869475999,0.5560747663551402,-30.790138425623994,126,1.0562678071679454,0.0005364077143249015,0.0585640506382294,-0.029714269064945675,-0.044747170157000575,0.0007028411461257038,0.2971725354149068,0.04766619038557362
GOOGL,0.0012293581902287824,0.01928880703601549,0.0015006567548964999,0.5502336448598131,-30.87082779133562,134,1.064266491581896,0.0005144454415077373,0.05756242825738389,-0.029890834564384572,-0.044727786212009533,0.0007072619759136767,0.3026441600420794,0.04652046391344245
GPC,0.0005102097369358475,0.021015251951527227,0.0012813032862828999,0.5350467289719626,-56.32273651023758,482,1.0364138011771498,-0.00018599318335967203,0.018613249024587677,-0.029200204434223175,-0.04801297352468174,0.0006918679439649065,0.8656064018662579,-0.010782254347050844
GPN,0.00048149184102713055,0.024260274255395415,0.00156632104007175,0.5373831775700935,-46.24156282735227,215,1.3106267354115457,-0.0003989114878117316,0.014939823769671729,-0.032532220638966776,-0.05517679400721658,0.0008434239555755829,1.2223694293375118,-0.011792043232068889
GPS,0.00018919971203949692,0.04033021473788184,-0.0011009602357564502,0.47546728971962615,-81.36225022927275,509,1.4618089890102495,-0.0007927591213022281,0.0017394425853622987,-0.0534352251889334,-0.09216175824857421,0.0009269815727452669,8.596874716511786,-0.013725913186986897
GRMN,0.0009231960633620662,0.01829292702644788,0.00117206574940475,0.5315420560747663,-39.096313254941165,142,0.9024072613872326,0.00031701099523570304,0.04395952835496533,-0.025121161106405623,-0.041348984370104806,0.0006178032512945497,0.36247032724153744,0.019187309414183708
GS,0.000791457724202758,0.02268314098012566,0.0004321084253022,0.5116822429906542,-45.95146541689441,286,1.219826455047178,-2.7951221618891225e-05,0.029643606489254997,-0.030524826908971927,-0.05088607032215161,0.0007932391297446042,0.6500977487364108,0.008015509137085292
GWW,0.0008990562710639391,0.019564439562232912,0.0012736073080289,0.5420560747663551,-39.22717336713322,221,0.9681026656229841,0.0002487408254503437,0.03986869388899054,-0.027394152164089625,-0.042997434179181,0.000654112747325145,0.4257434241922358,0.016351416409180194
HAL,0.000793985147819301,0.03877633205674646,-0.00080211733560455,0.48598130841121495,-87.33864281012322,836,1.6007802780043427,-0.0002813265694043542,0.017405914715810614,-0.0506330423197407,-0.08499970909854186,0.0010037902555564717,1.8937431410458327,0.0037600965772474457
HAS,0.00023714840346786384,0.024340917877001836,0.0009987571159574,0.5292056074766355,-64.51971154873186,111,1.0018427312996436,-0.00043583166917826745,0.004851944574030653,-0.03059892905887643,-0.05784606026734284,0.0006727606998723644,2.498352400568596,-0.022032411445383877
HCA,0.0011322511730319147,0.025564765903072658,0.001226725110735,0.5280373831775701,-54.89274345745545,263,1.0960352881659987,0.0003959979819788533,0.039632811731028506,-0.0343717231045526,-0.05842843290549982,0.0007248204186523473,0.5772193231019815,0.022687683971074568
HD,0.0009352191733448938,0.018787446523511667,0.00159586812668775,0.552570093457944,-38.40580063764215,143,1.017927618234296,0.00025143420284444093,0.043442388686289635,-0.0247964986524308,-0.044646125161412316,0.0006816507302344654,0.37741756898694556,0.022006381524882258
HES,0.0011556434875394997,0.03482492006450658,0.00033773590899785,0.5116822429906542,-60.288463412757906,329,1.392974490875151,0.0002199236936280695,0.029765922407625996,-0.047156371225113375,-0.07311238456623825,0.0008889371164262933,1.049437019786624,0.016592957622345986
HIG,0.0008348111703077559,0.025768266032761906,0.00080032159669245,0.5198598130841121,-58.06039313627522,327,1.059522406168983,0.00012308522411177373,0.027776938904236374,-0.031167423517868574,-0.0542845431964444,0.0007046399454615794,0.7953936865631588,0.007798876509506608
HII,-8.008466861249116e-06,0.020293366439250775,0.0008744411536525,0.5198598130841121,-50.522311014394546,167,0.8135959660145223,-0.0005545352371885265,-0.006260966424137514,-0.0336381199820485,-0.049963334517417635,0.00056871772675412,-51.42316607819192,-0.040281879816450906
HLT,0.0011900400577797186,0.0231039758823102,0.0010288750687513,0.5186915887850467,-50.89536558475971,245,0.970132407020046,0.0005383611491492527,0.046355330536512376,-0.03217934506640498,-0.05242547835846689,0.0006552345744614129,0.4485510366485317,0.027973666974558612
HOLX,0.00094618132809414,0.020727769162620733,0.0008025749167016,0.530373831775701,-46.23971026450192,98,0.8452957515609022,0.0003783604730633734,0.039904617933420754,-0.0272792115632906,-0.04902504715474129,0.0005862380274639924,0.45407830581935144,0.016122838481188086
HON,0.0005117348025961571,0.018702568817597083,0.0010421748185021002,0.5373831775700935,-43.31714073453876,202,1.0386539790376224,-0.00018597293977590267,0.02099643035020206,-0.0290256890948579,-0.04533362932842056,0.0006931060782009143,0.6835299819406527,-0.013938116068502988
HPE,0.00040385927375753103,0.024592896066599527,0.0018981484785325,0.5210280373831776,-55.154637260723746,547,1.1290470770424461,-0.00035456933004462536,0.011581053892092224,-0.035848374076672046,-0.05857417151809822,0.0007430658565351985,1.4975774390801349,-0.014319781008515503
HPQ,0.0008359532133811566,0.025286673578177474,0.0020715333073290003,0.544392523364486,-48.5882366404809,542,1.1533094066674552,6.122657811809284e-05,0.028351123057650047,-0.03678425565707863,-0.0641721286806963,0.0007564755154217001,0.7648943151532025,0.00848306968721493
HRL,0.0002816612765490122,0.014735792550212911,0.0006799146247573,0.5163551401869159,-22.917849034673242,287,0.369145753353534,3.369048418063467e-05,0.011035284118399429,-0.0217812003534591,-0.032930271409081,0.00032307248839771874,0.7709387131359,-0.02373769244195313
HSIC,0.0005618376353295353,0.020079070954721112,0.0008084885322232,0.522196261682243,-41.41907361077166,226,0.8239668359185554,8.34431370296798e-06,0.0220523159303745,-0.0298101482406435,-0.047353510391861676,0.0005744496506838823,0.7175900385673767,-0.0066648619518306085
HST,0.0003994926153002899,0.027921903853321894,-0.0005243379824332499,0.48598130841121495,-55.01489228309786,51,1.126933916495068,-0.0003575164893187536,0.010043906666461285,-0.03865785245323827,-0.05805030700279414,0.0007418979240839164,1.9515572627246667,-0.011877065297069053
HSY,0.0008838087128456481,0.015485925950472237,0.00134027844818845,0.5572429906542056,-30.960344164174426,408,0.6100631124111479,0.0004740035559258803,0.04938426647808606,-0.019056046934203177,-0.03548360791570507,0.00045622621496605977,0.27134141025988223,0.015176217839724976
HUM,0.0006267314445204772,0.023354151817085455,0.00045822039556405,0.5128504672897196,-43.60074019171327,276,0.9674703479837655,-2.3159246630684e-05,0.02173848270959026,-0.028499972912571774,-0.05332207920404591,0.0006537632687721416,0.8702553731172419,-0.0023856517184669755
HWM,0.0011389669939396781,0.031604680497777426,0.0015206650254645,0.5315420560747663,-68.91693499428851,320,1.4094761461709646,0.00019216234126468552,0.03227114967872509,-0.04236631511818247,-0.07420163267177003,0.0008980574924165445,0.8769839992566933,0.018612596712387432
IBM,0.00020251542266616661,0.018486777734439335,0.00048407801220815005,0.5198598130841121,-39.54452357592846,132,0.9075019949761534,-0.00040709199317373113,0.004515000116167025,-0.028939516137912798,-0.045729791548522566,0.0006206190831046414,1.6875798717114618,-0.03528840559736271
ICE,0.0008474586406463454,0.01631244959888265,0.0010171395545549,0.5338785046728972,-33.26345243475711,115,0.8101013491592317,0.000303279352046158,0.04465368718433435,-0.021448106899357323,-0.037926051388589135,0.000566786270843136,0.31399291853716765,0.01481800883916474
IDXX,0.001287226322869617,0.021058783602658233,0.0030369836028815,0.580607476635514,-37.12753834624868,113,0.9623139370404971,0.0006407994107156766,0.05547227825991524,-0.035695124142419654,-0.04927605346185376,0.0006509133482205478,0.3445177890978435,0.03845011389966248
IEX,0.0006554905457730215,0.01742721848027054,0.0012710407633641,0.5385514018691588,-35.524007932740744,132,0.895811365370516,5.3736219560349585e-05,0.030781901732207736,-0.0255012033761813,-0.041191012006264224,0.0006141577350971344,0.46332925153164417,-0.0013565374500902904
IFF,0.00013156372427836207,0.02112002287520657,0.00011182952343100301,0.5046728971962616,-38.03483236191173,544,0.8853503458993601,-0.0004631634933635681,0.0005926179770115712,-0.02963882579593785,-0.05013817489278231,0.0006083759859872445,3.390413038973314,-0.03172374521365886
ILMN,0.0004402887456510155,0.02547162681083051,0.00124989974517585,0.5385514018691588,-44.68974146110137,251,1.018563180952653,-0.00024392315916857562,0.01261172397778712,-0.038807467221694175,-0.062318412424136896,0.0006820020023252278,1.4735870012550327,-0.011051962937771633
INCY,0.00041846857496308763,0.022339196536549786,-0.00068976077215955,0.48130841121495327,-42.255448315426015,105,0.7107311301612399,-5.8959540912237286e-05,0.013403389662004073,-0.0341235317078006,-0.049551709543476305,0.000511864886094225,1.1925380584255758,-0.012455616293282918
INTC,0.0003765110172099295,0.02443803920325665,0.00028559113523545,0.5035046728971962,-35.577625494456115,152,1.1800680844345202,-0.0004161905519873585,0.010535354167367098,-0.031198332742181777,-0.05951141866701541,0.0007712648924788927,1.5861893352430665,-0.01645916616617712
INTU,0.0012304331930949783,0.02280715092343077,0.0017781268680441501,0.5397196261682243,-38.87225098624414,105,1.2645767996064443,0.00038096355092694133,0.04872969788197371,-0.03585009707323715,-0.04991513130374193,0.0008179724041196509,0.4227504070625287,0.038497775325690306
IP,0.00041471349113508175,0.022542416566286767,0.00028532140609780003,0.5058411214953271,-44.577050820769855,398,1.0691864397135966,-0.0003035041945263072,0.013115979434505029,-0.03252815556680945,-0.050232181745031634,0.0007099812047431037,1.2253291863188518,-0.015425849082492431
IPG,0.0007700085724186737,0.024605816447668086,0.0009352133056912001,0.5198598130841121,-50.03990133847014,301,1.1817410939270157,-2.381682790961084e-05,0.026455572191864694,-0.03387326140648585,-0.05667175166082379,0.0007721895558131639,0.7862850164830846,0.005415252735229788
IPGP,0.0003144218846626928,0.02960334494529105,0.0005090915946411,0.514018691588785,-59.31626482668927,316,1.1445584976007614,-0.0004544263954100474,0.006599736143876255,-0.049396934133104496,-0.06882320080259213,0.0007516389351202685,2.7872043095538124,-0.014409521980536803
IQV,0.0009541980347756127,0.021387130183429384,0.0013060863001651,0.522196261682243,-49.43110005938718,140,1.169149121210819,0.00016883119430762775,0.03904920429086194,-0.029011474769849,-0.04840451015799907,0.00076523004032384,0.479365205976891,0.020682147120020145
IR,0.0011511020453003748,0.02469213512156105,0.00093578214486575,0.5198598130841121,-50.27167256258619,178,1.0952996317223542,0.00041534302574890657,0.04179688881386247,-0.0345769932118866,-0.05587367979936767,0.0007244138252988071,0.5296676687793825,0.02497168140973219
IRM,0.0007348042800750322,0.021247961388446573,0.00086672296950295,0.5198598130841121,-42.15053759030262,541,0.8175345559726491,0.00018563179253752455,0.028979564193025432,-0.030266817492161098,-0.0510834507022,0.0005708945642074303,0.614416485324249,0.0035100799338984045
ISRG,0.0008894835873858013,0.02271190731297559,0.00208488543870805,0.5735981308411215,-40.52143628027193,159,1.2237757769562287,6.742171524925231e-05,0.0339221166114051,-0.03410154196333535,-0.05321659369667744,0.0007954218986893789,0.579921587209073,0.0145883725312938
IT,0.0011028207682182427,0.023250211798282194,0.0019460949475800498,0.5712616822429907,-51.33302085406564,387,1.0462579835070813,0.0004000050949101372,0.042312438170705534,-0.032769431278751725,-0.05313864914883744,0.0006973087705096435,0.49017244165463875,0.024125357839458395
ITW,0.0007723769920192133,0.01837594031549066,0.00118589520602425,0.5385514018691588,-37.847370348478584,132,0.9979792688525464,0.00010199217026135284,0.03555352062287918,-0.025374818772629176,-0.04214570105819451,0.0006706253849897003,0.43718959260515516,0.00862496483508447
IVZ,0.0005016076316455546,0.031072575954966312,0.00132118125885765,0.5163551401869159,-69.51774363602416,568,1.5291611273577779,-0.0005255944774538254,0.012311821625358073,-0.043958085567354824,-0.07470199035842325,0.0009642067367948827,1.9248211461810345,-0.00726494306830308
J,0.000924485352051209,0.019838907957472274,0.0009236070376812001,0.5280373831775701,-39.331794770610514,186,0.9830767469689807,0.0002641111836089665,0.04059889459289637,-0.028535719115699323,-0.04655278710241229,0.0006623888414221259,0.42573121150247867,0.01796136058008817
JBHT,0.000994652348112373,0.02002726179926417,0.000496148323963,0.5151869158878505,-37.526939362186,146,0.8841881109645003,0.00040070585275993754,0.04372064128591583,-0.027865910569188378,-0.043417697877670774,0.0006077336249995188,0.40324764319658724,0.02060908829800103
JCI,0.00099563357368391,0.018766528651662936,0.0019130530910510999,0.5560747663551402,-47.14349868664915,243,0.9352493487990561,0.00036738708844910747,0.04671007467108814,-0.028615180413417526,-0.0458546058263671,0.0006359548960920578,0.353727121043726,0.024414468665504577
JKHY,0.00038919405795374075,0.017560260749414903,0.0009993978949351,0.5268691588785047,-27.288711025070533,259,0.7456863074512227,-0.00011171492674163765,0.015383965122221937,-0.025890345183864873,-0.041592005711494455,0.0005311844242845186,0.79231106252936,-0.01954961877688398
JNJ,0.00036647911364913525,0.013973338996903685,0.0004897009641201999,0.5186915887850467,-27.8264852100533,273,0.6056951551161994,-4.039190188712794e-05,0.017707399402271992,-0.01867685642282135,-0.03473302763244677,0.00045381206849862046,0.5327839853632815,-0.024717833985552
JNPR,0.000460070739110769,0.018520818467445417,0.000723886036525,0.514018691588785,-43.65829591242147,749,0.8274552219916602,-9.57658787633545e-05,0.01841296164435585,-0.028264674592036798,-0.043663896305423174,0.0005763776628751164,0.7455825540373691,-0.014591567846186366
JPM,0.0005754246349249322,0.022006764647370763,0.0003702126548572,0.5058411214953271,-43.98610756922034,260,1.1698569103414989,-0.0002104176573936293,0.020738033199797883,-0.0291157690003349,-0.04922810402651474,0.0007656212315636213,0.8416353086932875,-0.006598272150170424
K,-6.0923939055312974e-05,0.015730209355853807,0.00060166850802115,0.5198598130841121,-27.511828958870876,3,0.37726489912439337,-0.00031434870452744235,-0.011441141947418378,-0.02184895394284775,-0.036749171491724957,0.0003275598965287492,-4.061449246647362,-0.042512176579838315
KEYS,0.0013739479458981397,0.02233812541968349,0.0024099379593196,0.5584112149532711,-30.75554234638832,244,1.0769043624550285,0.0006505458055864005,0.05617751280708412,-0.0317237325643806,-0.049519010556435074,0.000714246859067093,0.36318104245159183,0.043107679657815416
KHC,-0.00021632759627862553,0.022449067835962854,0.00029477246039959996,0.5070093457943925,-64.30605125690514,4,0.7706539812553019,-0.000734008421908236,-0.014939382685145695,-0.027459712234035996,-0.052666217519559584,0.0005449839230992173,-2.3296179284244944,-0.04473133015330853
KIM,0.0009820596599211077,0.029610477810498262,0.0014336972368017,0.5245327102803738,-64.40055196583059,384,1.1499864837556426,0.0002095651723122852,0.02914549526679747,-0.035052400985022145,-0.06836010177741031,0.0007546389538283889,0.8927974866989697,0.01253213481716979
KLAC,0.0020539609130751767,0.029194810697452306,0.00199839459760925,0.5467289719626168,-37.547246497841805,111,1.5470771044831004,0.0010147238855094172,0.06627593218805863,-0.04560532260701045,-0.06492689418499065,0.0009741088008415808,0.41497234257684207,0.06680045847363297
KMB,0.00028650503839439004,0.014995730091446282,0.0002836972404878,0.5105140186915887,-26.007302008944833,103,0.4761390624705044,-3.333767827170723e-05,0.011167006762964508,-0.021649469688375875,-0.03671145568947854,0.0003822071139910372,0.7848794640251975,-0.02515715592686848
KMI,0.00028132276650063914,0.022547956173040645,0.0005729688047324999,0.5105140186915887,-55.125900877045865,138,0.9782789243283748,-0.00037582850185125725,0.007196889430140173,-0.027990707543476576,-0.05183180308864164,0.0006597371106937565,1.8072135927904245,-0.022010191951646208
KMX,0.000824312033291684,0.0259742202878553,0.0010095934189815999,0.5198598130841121,-56.55544671751477,118,1.078125137843914,0.0001000898465951883,0.02715247681847927,-0.0352132870095969,-0.059306062296751,0.0007149215750484107,0.8184523485214057,0.0072708398526310225
KO,0.0004132431131172609,0.014781550017854509,0.00073157579834475,0.5327102803738317,-37.535338922174525,471,0.6790689928349037,-4.291620795394578e-05,0.01990288526672004,-0.02037695265753145,-0.03737485708170212,0.0004943653933527658,0.5287304591288742,-0.021389035945144443
KR,0.0009884562228500498,0.020058578671903502,0.0010532714141051,0.522196261682243,-33.67314399601372,328,0.2631431132058711,0.0008116918805945686,0.04334348001537271,-0.029250723942121123,-0.04432828729855534,0.0002644854002071632,0.40704541995480825,0.01419377635890412
L,0.0006309991044275623,0.02285098758361066,0.0010960819856117,0.5350467289719626,-48.71794993712447,460,1.2081829980392242,-0.0001805884395929281,0.022403910706560826,-0.03038048181090708,-0.05428703020545365,0.0007868038537777256,0.8275251579319357,-0.0026554677454928943
LDOS,0.0007460600106499376,0.020256622143944435,0.00136122028323,0.5478971962616822,-42.51744754961578,110,0.8853986435781995,0.00015130034941741334,0.030953452512800083,-0.027551817055348125,-0.047474122307724805,0.0006084026798541672,0.5499969638167261,0.004660947796814886
LH,0.0008081416211195264,0.021530664971015582,0.00115259702113655,0.5338785046728972,-46.57927061300039,157,0.9755856921527929,0.00015279951056111401,0.03200523546298085,-0.0280373822440498,-0.051441312544684724,0.000658248575778318,0.5736241297062884,0.008286564561695704
